weightih=[0.742788  0.631704  
0.118309  0.922271  
0.141282  0.808310  
0.961468  0.363704  
0.665483  0.683465  
0.771216  0.267925  
0.224677  0.153440  
0.234550  0.816502  
0.718347  0.371612  
0.948727  0.404154  
0.600908  0.766305  
0.493219  0.824450  
0.100233  0.672304  
0.157299  0.538040  
0.679400  0.574980  
0.758357  0.422188  
0.206684  0.876666  
0.344459  0.347966  
0.684976  0.305927  
0.711670  0.350459  
0.989392  0.482885  
0.618384  0.214069  
0.636325  0.852934  
0.030571  0.354672  
0.224546  0.979299  
0.758825  0.825454  
0.745604  0.252044  
0.649904  0.845837  
0.924348  0.807203  
0.383877  0.603748  
0.382183  0.142234  
0.025935  0.588867  
0.018901  0.370394  
0.936833  0.703877  
0.676321  0.648502  
0.054336  0.665713  
0.131387  0.672719  
0.879782  0.767712  
0.525653  0.910353  
0.122384  0.750199  
0.889652  0.881209  
0.575653  0.635256  
0.133253  0.225557  
0.481092  0.062989  
0.032760  0.864969  
0.661348  0.414942  
0.007203  0.687284  
0.003809  0.244147  
0.057678  0.940641  
0.729980  0.733998  
0.589143  0.784316  
0.399711  0.720531  
0.457035  0.279493  
0.488243  0.982689  
0.189846  0.610626  
0.732887  0.079980  
0.491835  0.308540  
0.714753  0.625088  
0.534097  0.195846  
0.682689  0.566856  
0.060815  0.344037  
0.981798  0.069824  
0.031321  0.985607  
0.094122  0.090900  

0.926249  0.824102  
0.822997  0.515392  
0.608418  0.222709  
0.235923  0.070259  
0.502202  0.724165  
0.048142  0.692048  
0.334792  0.781029  
0.771546  0.826627  
0.089569  0.486299  
0.451715  0.623666  
0.682145  0.134406  
0.190522  0.742960  
0.478442  0.172321  
0.810978  0.509763  
0.157928  0.905100  
0.598762  0.084613  
0.729202  0.421760  
0.599569  0.337620  
0.644468  0.835491  
0.403074  0.146670  
0.559657  0.451216  
0.838718  0.894449  
0.232245  0.610264  
0.721076  0.321815  
0.096563  0.172791  
0.945481  0.778709  
0.307196  0.136003  
0.521669  0.785638  
0.308324  0.332647  
0.295401  0.466252  
0.237747  0.894163  
0.550428  0.966949  
0.315923  0.149997  
0.304570  0.960391  
0.985488  0.707644  
0.107061  0.545145  
0.158860  0.945779  
0.439594  0.391105  
0.556043  0.160670  
0.712920  0.652606  
0.333461  0.658401  
0.431315  0.640657  
0.794404  0.952984  
0.426295  0.102748  
0.285631  0.721696  
0.568980  0.523378  
0.615859  0.119410  
0.490327  0.931782  
0.269405  0.794897  
0.892173  0.254894  
0.502541  0.999234  
0.800039  0.661401  
0.945013  0.239633  
0.052506  0.501056  
0.400303  0.765426  
0.153662  0.733764  
0.423827  0.584977  
0.374421  0.218231  
0.537961  0.800716  
0.320959  0.823591  
0.522412  0.889938  
0.346969  0.138275  
0.009346  0.837296  
0.070053  0.278751  

0.632193  0.962226  
0.132107  1.627723  
0.961460  0.333683  
0.796135  0.906473  
0.573316  0.848641  
0.407528  0.973619  
0.614068  0.561190  
0.707381  0.074467  
0.146168  0.082825  
0.256125  0.684128  
0.882520  0.577084  
0.507720  0.404932  
0.467022  0.854689  
0.543204  0.476368  
0.691985  0.613257  
0.755119  0.324179  
0.575483  0.288763  
0.458913  0.536943  
0.622447  0.255049  
0.443415  0.195763  
0.103690  0.850943  
0.169382  0.717758  
0.412134  0.876765  
0.755652  0.558301  
0.955903  0.521614  
0.242430  0.841090  
0.588861  0.750150  
0.245977  0.064597  
0.604839  0.789226  
0.532251  0.296824  
0.402483  0.287369  
0.621003  0.977966  
0.576132  0.080322  
0.514909  0.198580  
0.334965  0.958324  
0.394343  0.438656  
0.809267  0.563725  
0.156413  0.221401  
0.440490  0.912065  
0.779703  0.399060  
0.924056  0.134297  
0.240150  0.512704  
0.772282  0.486172  
0.568586  0.377121  
0.275398  0.100863  
0.673945  0.677881  
0.388206  0.294949  
0.655847  0.964339  
0.374865  0.170755  
0.162918  0.709831  
0.129079  0.557261  
0.148486  0.938346  
0.120986  0.304899  
0.159747  0.561476  
0.216965  0.939450  
0.960536  0.140807  
0.961582  0.200685  
0.653511  0.733864  
0.686857  0.222097  
0.110985  0.962255  
0.322934  0.784931  
0.640136  0.711140  
0.079879  0.295983  
0.675479  0.454744  

0.466738  0.838397  
0.164575  0.595817  
0.395658  0.313061  
0.534163  0.516644  
0.617960  0.693910  
0.078120  0.834925  
0.633229  0.086441  
0.975732  0.594941  
0.239341  0.629243  
0.328805  0.926198  
0.851340  0.439791  
0.888453  0.174274  
0.224721  0.528589  
0.885413  0.304600  
0.824571  0.560892  
0.759344  0.291309  
0.399289  0.923919  
0.887126  0.794947  
0.236981  0.421288  
0.311591  0.854941  
0.115198  0.389711  
0.689866  0.748557  
0.428367  0.665598  
0.343498  0.667707  
0.294841  0.672304  
0.593905  0.146182  
0.112094  0.482358  
0.320454  0.336816  
0.010947  0.205867  
0.641416  0.835518  
0.766760  0.400760  
0.126827  0.166049  
0.323410  0.194245  
0.960996  0.561660  
